Locus_name)	Germplasm_name	phenotype	pubmed_id
AT1G71100	rsw10	Roots of the mutants are similar to those of wild type when grown at 21°C. After transfer to 31°C, their roots progressively increase in diameter between day s 5 and 9. Extended treatment at this temperature leads to the drastic reduction in root elongation and of the elongation zone itself.	17059404
AT1G71100	rsw10	Significant reduction in cellulose.	17059404
AT1G71100	rsw10	Stem regrowth is reduced.	17059404
AT1G71230	csn5a-1 csn5b-1	Double null homozygous mutant progeny invariably die at the seedling stage, do not express detectable CSN5 proteins, and are virtually identical to the null alleles of the cop/det/fus mutants.	17307927
AT1G71230	csn5a-1 csn5b-1	During the first two to three DAG, the double homozygous mutant progeny display the typical  photomorphogenic phenotype of the fusca mutants.	17307927
AT1G71230	csn5a-1 csn5b-1	In double homozygous progeny, significant reduction of CSN1, CSN6, CSN7, and CSN8 and in a very slight  reduction of CSN4. In the case of CSN3, the complete loss of function of CSN5 results in the accumulation of a larger and possibly modified CSN3 form, whereas the normal (smaller) CSN3 form is present predominantly in wild type.	17307927
AT1G71230	csn5a-1 csn5b-1	In the homozygous progeny, anthocyanin accumulation (purple coloration) in the cotelydons of developing embryos.	17307927
AT1G71230	csn5a-1 csn5b-1	Mutation is lethal in the homozygous state.	17307927
AT1G71230	csn5a-2 csn5b-1	A residual derubylation activity can be observed in the double mutant seedlings.	17307927
AT1G71230	csn5a-2 csn5b-1	At 6 to 7 DAG, the double mutants uniformly start to form the first pair of true leaves and eventually develop into impaired small plantlets, with dark red cotyledons and asymmetrical leaves.	17307927
AT1G71230	csn5a-2 csn5b-1	During the first two to three DAG, the double homozygous mutant progeny display the typical  photomorphogenic phenotype of the fusca mutants.	17307927
AT1G71230	csn5a-2 csn5b-1	None of the double mutants arrest at the seedling stage, and even though severely compromised, mutant plantlets survive to a mature stage.
	17307927

AT1G71230	csn5a-2 csn5b-1	Synergistic phenotype: de-etiolated, fusca seedlings. Dark grown plants undergo photomorphogenesis; hypocotyl elongation ,cotyledon expansion, anthocyanin accumulation in cotyledons.	15923347
AT1G71230	csn5b-1	Mutants are virtually indistinguishable from wild-type plants at all developmental stages (germination, vegetative and reproductive).	17307927
AT1G71230	csn5b-1	No detectable changes in the cellular pools of COP9 signalosome complex subunits.	17307927
AT1G71230	csn5b-1 cul3a-1	Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages.	17307927
AT1G71230	csn5b-1 cul3b-1	Mutants are virtually indistinguishable  from wild-type siblings in the dark and in all light conditions, both at seedling and mature stages.	17307927
AT1G71696	sol1-3	same as smb-3 single mutant	12932329
AT1G71800	SAIL_794_G11	Decreased organ size and fertility.	19965720
AT1G71830	serk1-1 bri1-119	Exacerbation of phenotypes observed for single mutant <i>bri1-6</i>: petiole length, inward curling, inlforescence length and rosette size.	16473966
AT1G71830	serk1-1 serk2-1	double mutants were not able to produce seeds because of a lack of pollen  development in mutant anthers. In young buds, double mutant anthers developed normally, but serk1 serk2 microsporangia  produced more sporogenous cells that were unable to develop beyond meiosis. Furthermore, serk1 serk2 double mutants  developed only three cell layers surrounding the sporogenous cell mass, whereas wild-type anthers developed four cell layers.  Further confocal microscopic and molecular analyses showed that serk1 serk2 double mutant anthers lack development  of the tapetal cell layer, which accounts for the microspore abortion and male sterility.	16284306
AT1G72330	CS92461	slightly retarded. Leaves contained undegraded starch at the end of night.	18390594
AT1G72970	CS100143	Pollen development defective.	19237690
AT1G73177	bns-2	The bns-2 mutant has defects in inflorescence development.	17627280
AT1G73180	bns-2	The bns-2 mutant has defects in inflorescence development.	17627280
AT1G73360	edt1	edt1 mutant plants show enhanced drought tolerance due to overexpression of the HDG11 protein. edt1 mutants have a longer primary root with more lateral roots, and have a higher root biomass. They have larger epidermal cells and larger stomata, but a lower stomatal density. Nevertheless, they have higher levels of photosynthesis than WT seedlings. Mutant seedlings accumulate higher levels of ABA following PEG treatment, and show constitutively higher levels of Pro. Superoxide dismutase activity is also higher in edt1 mutants. Overexpression of HDG11 in tobacco also causes improved drought tolerance.	18451323
AT1G73360	hdg11-1	More branched trichomes compared with the wild type.	16778018
AT1G73360	hdg11-1 hdg12-2	Obvious enhancement of the excess branching phenotype of the hdg11-1 trichome.	16778018
AT1G73360	hdg11-2	Although ectopic overexpression of HDG11 confers increased drought tolerance, hdg11-2 mutants do not appear to be less drought tolerant than wild type plants.	18451323
AT1G73360	hdg11-2	The hdg11-2 mutant has increased trichome branching.	16778018
AT1G73360	hdg11-2  hdg12	Although ectopic overexpression of HDG11 causes increased drought tolerance, there is no evidence for reduced drought tolerance in hdg11-2 hdg12 double mutants. The mutants have a wild type appearance, with the exception of having increased trichome branching.	18451323
AT1G73370	SALK_019129C	No visible phenotype.	17257168
AT1G73370	SALK_019129C	The amounts of glucose, fructose, sucrose, cellulose (roots) and starch in the mutant were not statistically significantly different  from those of the equivalent wild-type lines grown under the same conditions at the same time.	17257168
AT1G73370	sus5 sus6	When grown in soil or hydroponically, the double mutant line was not obviously different from wild-type controls.	17257168
AT1G73370	sus6 (SAIL)	No visible phenotype.	17257168
AT1G73370	sus6 (SAIL)	The amounts of glucose, fructose, sucrose, cellulose (roots) and starch in the mutant were not statistically significantly different  from those of the equivalent wild-type lines grown under the same conditions at the same time.	17257168
AT1G73370	sus6 (WISC)	No visible phenotype.	17257168
AT1G73370	sus6 (WISC)	The amounts of glucose, fructose, sucrose, cellulose (roots) and starch in the mutant were not statistically significantly different  from those of the equivalent wild-type lines grown under the same conditions at the same time.	17257168
AT1G73590	CS324	Altered leaf venation pattern. Compared to the wild type, vascular density of the first leaf in mutants was increased (Fig 7, in Alonso-Peral et al, 2006).	16943276
AT1G73590	CS324	Phenotype not described.	10394910
AT1G73660	SALK_001982	Increased tolerance of salt stress. Seedlings germinate in the presence of high concentrations of NaCl.	18299802
AT1G73730	slim1-1	reduced plant growth under sulfate starvation condition.  reduced sulfate uptake.	17114350
AT1G73730	slim1-2	reduced plant growth under sulfate starvation condition.  reduced sulfate uptake.	17114350
AT1G73730	slim1-3	reduced plant growth under sulfate starvation condition.  reduced sulfate uptake.	17114350
AT1G73730	slim1-4	reduced plant growth under sulfate starvation condition.  reduced sulfate uptake.	17114350
AT1G73840	esp1-1	Early flowering, normal stature and leaf morphology.	17008405
AT1G73840	esp1-1	Two- to three-fold fewer of the endogenous PDS mRNA than in the wild-type plants and 10- to 50-fold higher levels of PDS siRNA.	17008405
AT1G74030	eno1-1	Trichomes are less turgescent and are distorted with respect to the wild type.  Plants also have fewer root hairs with respect to wild type.	19223001
AT1G74030	eno1-2	Trichomes are less turgescent and are distorted with respect to the wild type.  Plants also have fewer root hairs with respect to wild type.	19223001
AT1G74310	CS16284	Defective in acquired thermotolerance. Plant growth and development, seed set and fertility, and germination of harvested seeds are the same as wild type in the absence of stress (normal growth conditions).	11489180
AT1G74310	hot1-4	Defective thermotolerance. Plants treated at 38C are not able to acclimate to 45C temperature.	15659638
AT1G74560	SALK_117793	mutants did not show any phenotype under in vitro culture and greenhouse growth conditions.
	17122067

AT1G74560	nrp1-1 nrp2-1	Double mutant plants showed a short-root phenotype: roots grew like the wild-type roots until 6 d after germination (DAG). However, after 7 DAG, the elongation of the double mutant roots was dramatically reduced compared with the wild-type roots. The aerial organs (leaves, rosettes, inflorescences, flowers, fruits, and embryos) developed normally in the double mutant plants.
	17122067

AT1G74660	35S::MIF1	Constitutive overexpression of MIF1 caused dramatic  developmental defects, including dwarfism, reduced apical dominance, extreme longevity, dark-green leaves,  altered flower morphology, poor fertility, reduced hypocotyl length, spoon-like cotyledons, reduced root  growth, and ectopic root hairs on hypocotyls and cotyledons. In addition, 35S::MIF1 seedlings underwent  constitutive photomorphogenesis in the dark, with root growth similar to that in the light. Furthermore,  35S::MIF1 seedlings were demonstrated to be non-responsive to gibberellin (GA) for cell elongation,  hypersensitive to the GA synthesis inhibitor paclobutrazol (PAC) and abscisic acid (ABA), and hyposensitive to  auxin, brassinosteroid and cytokinin, but normally responsive to ethylene. The de-etiolation defect could not  be rescued by the hormones tested.	16412086
AT1G74710	ics1 ics2	Defective in phylloquinone biosynthesis.	16617180
AT1G74710	ics1 ics2:ICS2	Contains about 18% of wild-type phylloquinone content but 50-70% of wild-type PSI activity.	16617180
AT1G74710	sid2-1	Following <i>Pythium irregulare</i> infection, the increase in JA levels was comparable in wild-type and sid2-1 plants.	17513501
AT1G74710	sid2-1	Reduced SA accumulation in response to pathogens, reduced pathogenesis-related gene expression, and enhanced susceptibility  to pathogens.	11734859
AT1G74710	sid2-1	Significantly increased susceptibility to the oomycete <i>Pythium irregulare</i>.	17513501
AT1G74710	sid2-2	In control experiments, multiplication of the bacterial <i>cor</i> mutant (in Col and Ler) at the surface of leaves was greatly reduced compared whereas it multiplied efficiently when infiltrated directly into the apoplast (and caused typical disease symptoms incluring necrosis and chlorosis). In the surface-inoculated mutant, the bacterial <i>cor</i> mutant multiplied efficiently.	16959575
AT1G74710	sid2-2	Reduced SA accumulation in response to pathogens, reduced pathogenesis-related gene expression, and enhanced susceptibility  to pathogens.	11734859
AT1G74710	sid2-2	Stomatal closure in response to bacteria and lipopolysaccharide (LPS) is compromised in the mutant.	16959575
AT1G74900	SAIL867_F07	Segregates 25% embryo lethal. Leaves abnormally shaped (serrated).	17965268
AT1G74960	SALK_018337	embryo lethal.	17360594
AT1G75010	CS485	Defective in chloroplast accumulation and division. Reduced number of chloroplasts and affected division plane in chloroplast biogenesis. Highly enlongated and multiple arrayed chloroplasts in developing green tissues.  Mutant proteins do not form homodimers, as wt proteins do, and localize aberrantly inside chloroplasts.	10417716
AT1G75820	bam1-1/bam2-1/clv1-11	Triple mutant enhances the floral meristem defects of clv1-11 single mutant. Novel phenotypes include the existence of an enlarged indeterminate meristem in the center of each flower. Leaves are smaller and number of rosette leaves is increased.	18780746
